Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20081009_NIH_EWY_NEG_005401	Extraction		none	20081009_NIH_EWY_NEG_005401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_005401	FILES/20081009_NIH_EWY_NEG_005401.CDF	Data transformation	20081009_NIH_EWY_NEG_005401	FILES/20081009_NIH_EWY_NEG_0054.mzML	Metabolite identification	20081009_NIH_EWY_NEG_005401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_005601	Extraction		none	20081009_NIH_EWY_NEG_005601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_005601	FILES/20081009_NIH_EWY_NEG_005601.CDF	Data transformation	20081009_NIH_EWY_NEG_005601	FILES/20081009_NIH_EWY_NEG_0056.mzML	Metabolite identification	20081009_NIH_EWY_NEG_005601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_005701	Extraction		none	20081009_NIH_EWY_NEG_005701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_005701	FILES/20081009_NIH_EWY_NEG_005701.CDF	Data transformation	20081009_NIH_EWY_NEG_005701	FILES/20081009_NIH_EWY_NEG_0057.mzML	Metabolite identification	20081009_NIH_EWY_NEG_005701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_005801	Extraction		none	20081009_NIH_EWY_NEG_005801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_005801	FILES/20081009_NIH_EWY_NEG_005801.CDF	Data transformation	20081009_NIH_EWY_NEG_005801	FILES/20081009_NIH_EWY_NEG_0058.mzML	Metabolite identification	20081009_NIH_EWY_NEG_005801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006001	Extraction		none	20081009_NIH_EWY_NEG_006001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006001	FILES/20081009_NIH_EWY_NEG_006001.CDF	Data transformation	20081009_NIH_EWY_NEG_006001	FILES/20081009_NIH_EWY_NEG_0060.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006101	Extraction		none	20081009_NIH_EWY_NEG_006101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006101	FILES/20081009_NIH_EWY_NEG_006101.CDF	Data transformation	20081009_NIH_EWY_NEG_006101	FILES/20081009_NIH_EWY_NEG_0061.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006201	Extraction		none	20081009_NIH_EWY_NEG_006201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006201	FILES/20081009_NIH_EWY_NEG_006201.CDF	Data transformation	20081009_NIH_EWY_NEG_006201	FILES/20081009_NIH_EWY_NEG_0062.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006301	Extraction		none	20081009_NIH_EWY_NEG_006301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006301	FILES/20081009_NIH_EWY_NEG_006301.CDF	Data transformation	20081009_NIH_EWY_NEG_006301	FILES/20081009_NIH_EWY_NEG_0063.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006401	Extraction		none	20081009_NIH_EWY_NEG_006401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006401	FILES/20081009_NIH_EWY_NEG_006401.CDF	Data transformation	20081009_NIH_EWY_NEG_006401	FILES/20081009_NIH_EWY_NEG_0064.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006501	Extraction		none	20081009_NIH_EWY_NEG_006501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006501	FILES/20081009_NIH_EWY_NEG_006501.CDF	Data transformation	20081009_NIH_EWY_NEG_006501	FILES/20081009_NIH_EWY_NEG_0065.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006701	Extraction		none	20081009_NIH_EWY_NEG_006701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006701	FILES/20081009_NIH_EWY_NEG_006701.CDF	Data transformation	20081009_NIH_EWY_NEG_006701	FILES/20081009_NIH_EWY_NEG_0067.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006801	Extraction		none	20081009_NIH_EWY_NEG_006801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006801	FILES/20081009_NIH_EWY_NEG_006801.CDF	Data transformation	20081009_NIH_EWY_NEG_006801	FILES/20081009_NIH_EWY_NEG_0068.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_006901	Extraction		none	20081009_NIH_EWY_NEG_006901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_006901	FILES/20081009_NIH_EWY_NEG_006901.CDF	Data transformation	20081009_NIH_EWY_NEG_006901	FILES/20081009_NIH_EWY_NEG_0069.mzML	Metabolite identification	20081009_NIH_EWY_NEG_006901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007001	Extraction		none	20081009_NIH_EWY_NEG_007001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007001	FILES/20081009_NIH_EWY_NEG_007001.CDF	Data transformation	20081009_NIH_EWY_NEG_007001	FILES/20081009_NIH_EWY_NEG_0070.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007101	Extraction		none	20081009_NIH_EWY_NEG_007101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007101	FILES/20081009_NIH_EWY_NEG_007101.CDF	Data transformation	20081009_NIH_EWY_NEG_007101	FILES/20081009_NIH_EWY_NEG_0071.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007201	Extraction		none	20081009_NIH_EWY_NEG_007201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007201	FILES/20081009_NIH_EWY_NEG_007201.CDF	Data transformation	20081009_NIH_EWY_NEG_007201	FILES/20081009_NIH_EWY_NEG_0072.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007401	Extraction		none	20081009_NIH_EWY_NEG_007401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007401	FILES/20081009_NIH_EWY_NEG_007401.CDF	Data transformation	20081009_NIH_EWY_NEG_007401	FILES/20081009_NIH_EWY_NEG_0074.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007501	Extraction		none	20081009_NIH_EWY_NEG_007501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007501	FILES/20081009_NIH_EWY_NEG_007501.CDF	Data transformation	20081009_NIH_EWY_NEG_007501	FILES/20081009_NIH_EWY_NEG_0075.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007601	Extraction		none	20081009_NIH_EWY_NEG_007601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007601	FILES/20081009_NIH_EWY_NEG_007601.CDF	Data transformation	20081009_NIH_EWY_NEG_007601	FILES/20081009_NIH_EWY_NEG_0076.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007801	Extraction		none	20081009_NIH_EWY_NEG_007801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007801	FILES/20081009_NIH_EWY_NEG_007801.CDF	Data transformation	20081009_NIH_EWY_NEG_007801	FILES/20081009_NIH_EWY_NEG_0078.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_007901	Extraction		none	20081009_NIH_EWY_NEG_007901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_007901	FILES/20081009_NIH_EWY_NEG_007901.CDF	Data transformation	20081009_NIH_EWY_NEG_007901	FILES/20081009_NIH_EWY_NEG_0079.mzML	Metabolite identification	20081009_NIH_EWY_NEG_007901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008001	Extraction		none	20081009_NIH_EWY_NEG_008001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008001	FILES/20081009_NIH_EWY_NEG_008001.CDF	Data transformation	20081009_NIH_EWY_NEG_008001	FILES/20081009_NIH_EWY_NEG_0080.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008101	Extraction		none	20081009_NIH_EWY_NEG_008101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008101	FILES/20081009_NIH_EWY_NEG_008101.CDF	Data transformation	20081009_NIH_EWY_NEG_008101	FILES/20081009_NIH_EWY_NEG_0081.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008401	Extraction		none	20081009_NIH_EWY_NEG_008401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008401	FILES/20081009_NIH_EWY_NEG_008401.CDF	Data transformation	20081009_NIH_EWY_NEG_008401	FILES/20081009_NIH_EWY_NEG_0084.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008501	Extraction		none	20081009_NIH_EWY_NEG_008501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008501	FILES/20081009_NIH_EWY_NEG_008501.CDF	Data transformation	20081009_NIH_EWY_NEG_008501	FILES/20081009_NIH_EWY_NEG_0085.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008601	Extraction		none	20081009_NIH_EWY_NEG_008601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008601	FILES/20081009_NIH_EWY_NEG_008601.CDF	Data transformation	20081009_NIH_EWY_NEG_008601	FILES/20081009_NIH_EWY_NEG_0086.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008701	Extraction		none	20081009_NIH_EWY_NEG_008701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008701	FILES/20081009_NIH_EWY_NEG_008701.CDF	Data transformation	20081009_NIH_EWY_NEG_008701	FILES/20081009_NIH_EWY_NEG_0087.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008801	Extraction		none	20081009_NIH_EWY_NEG_008801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008801	FILES/20081009_NIH_EWY_NEG_008801.CDF	Data transformation	20081009_NIH_EWY_NEG_008801	FILES/20081009_NIH_EWY_NEG_0088.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_008901	Extraction		none	20081009_NIH_EWY_NEG_008901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_008901	FILES/20081009_NIH_EWY_NEG_008901.CDF	Data transformation	20081009_NIH_EWY_NEG_008901	FILES/20081009_NIH_EWY_NEG_0089.mzML	Metabolite identification	20081009_NIH_EWY_NEG_008901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009001	Extraction		none	20081009_NIH_EWY_NEG_009001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009001	FILES/20081009_NIH_EWY_NEG_009001.CDF	Data transformation	20081009_NIH_EWY_NEG_009001	FILES/20081009_NIH_EWY_NEG_0090.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009101	Extraction		none	20081009_NIH_EWY_NEG_009101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009101	FILES/20081009_NIH_EWY_NEG_009101.CDF	Data transformation	20081009_NIH_EWY_NEG_009101	FILES/20081009_NIH_EWY_NEG_0091.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009201	Extraction		none	20081009_NIH_EWY_NEG_009201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009201	FILES/20081009_NIH_EWY_NEG_009201.CDF	Data transformation	20081009_NIH_EWY_NEG_009201	FILES/20081009_NIH_EWY_NEG_0092.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009301	Extraction		none	20081009_NIH_EWY_NEG_009301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009301	FILES/20081009_NIH_EWY_NEG_009301.CDF	Data transformation	20081009_NIH_EWY_NEG_009301	FILES/20081009_NIH_EWY_NEG_0093.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009401	Extraction		none	20081009_NIH_EWY_NEG_009401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009401	FILES/20081009_NIH_EWY_NEG_009401.CDF	Data transformation	20081009_NIH_EWY_NEG_009401	FILES/20081009_NIH_EWY_NEG_0094.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009501	Extraction		none	20081009_NIH_EWY_NEG_009501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009501	FILES/20081009_NIH_EWY_NEG_009501.CDF	Data transformation	20081009_NIH_EWY_NEG_009501	FILES/20081009_NIH_EWY_NEG_0095.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009601	Extraction		none	20081009_NIH_EWY_NEG_009601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009601	FILES/20081009_NIH_EWY_NEG_009601.CDF	Data transformation	20081009_NIH_EWY_NEG_009601	FILES/20081009_NIH_EWY_NEG_0096.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009801	Extraction		none	20081009_NIH_EWY_NEG_009801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009801	FILES/20081009_NIH_EWY_NEG_009801.CDF	Data transformation	20081009_NIH_EWY_NEG_009801	FILES/20081009_NIH_EWY_NEG_0098.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_009901	Extraction		none	20081009_NIH_EWY_NEG_009901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_009901	FILES/20081009_NIH_EWY_NEG_009901.CDF	Data transformation	20081009_NIH_EWY_NEG_009901	FILES/20081009_NIH_EWY_NEG_0099.mzML	Metabolite identification	20081009_NIH_EWY_NEG_009901	m_MTBLS28_NEG_v2_maf.tsv
